Time,Temperature (°C),Humidity (%),Air Quality,Health Score,AQI Status
19:41:17,28.8,65.3,138,79,Clean
19:41:24,28.8,65.3,141,79,Clean
19:41:30,28.8,65.3,150,79,Clean
19:41:37,28.8,65.3,144,79,Clean
19:41:43,28.8,65.3,142,79,Clean
19:41:50,28.8,65.3,148,79,Clean
19:41:56,28.8,65.3,152,79,Clean
19:42:03,28.8,65.3,147,79,Clean
19:42:10,28.8,65.3,150,79,Clean
19:42:16,28.8,65.3,150,79,Clean
19:42:23,28.8,65.3,143,79,Clean
19:42:29,28.8,65.3,144,79,Clean
19:42:35,28.8,65.3,147,79,Clean
19:42:42,28.8,65.3,147,79,Clean
19:42:49,28.8,65.3,145,79,Clean
19:42:55,28.8,65.3,143,79,Clean
19:43:01,28.8,65.3,145,79,Clean
19:43:08,28.8,65.3,145,79,Clean
19:43:14,28.8,65.3,142,79,Clean
19:43:20,28.8,65.3,143,79,Clean
19:43:27,28.8,65.3,144,79,Clean
19:43:34,28.8,65.3,142,79,Clean
19:43:41,28.8,65.3,139,79,Clean
19:43:48,28.8,65.3,139,79,Clean
19:43:54,28.8,65.3,139,79,Clean
19:44:01,28.8,65.3,145,79,Clean
19:44:07,28.8,65.3,143,79,Clean
19:44:14,28.8,65.3,144,79,Clean
19:44:20,28.8,65.3,146,79,Clean
19:44:26,28.8,65.2,149,79,Clean
19:44:33,28.8,65.2,148,79,Clean
19:44:39,28.8,65.3,152,79,Clean
19:44:46,28.8,65.3,148,79,Clean
19:44:52,28.8,65.2,145,79,Clean
19:44:58,28.8,65.3,148,79,Clean
19:45:05,28.8,65.3,141,79,Clean
19:45:11,28.8,65.2,145,79,Clean
19:45:18,28.8,65.2,140,79,Clean
19:45:24,28.8,65.2,148,79,Clean
19:45:31,28.8,65.2,151,79,Clean
19:45:37,28.8,65.2,152,79,Clean
19:45:43,28.8,65.2,141,79,Clean
19:45:50,28.8,65.2,145,79,Clean
19:45:56,28.8,65.2,153,79,Clean
19:46:03,28.8,65.2,156,79,Clean
19:46:10,28.8,65.2,151,79,Clean
19:46:16,28.8,65.2,150,79,Clean
19:46:23,28.8,65.3,151,79,Clean
19:46:29,28.8,65.2,152,79,Clean
19:46:35,28.8,65.3,154,79,Clean
19:46:42,28.8,65.3,144,79,Clean
19:46:48,28.8,65.3,149,79,Clean
19:46:55,28.8,65.2,150,79,Clean
19:47:01,28.8,65.2,147,79,Clean
19:47:08,28.8,65.2,153,79,Clean
19:47:14,28.8,65.2,149,79,Clean
19:47:21,28.8,65.2,143,79,Clean
19:47:27,28.8,65.2,156,79,Clean
19:47:34,28.8,65.2,154,79,Clean
19:47:40,28.8,65.2,149,79,Clean
19:47:47,28.8,65.2,153,79,Clean
19:47:53,28.8,65.2,153,79,Clean
19:48:00,28.8,65.3,164,79,Clean
19:48:06,28.8,65.3,156,79,Clean
19:48:13,28.8,65.3,151,79,Clean
19:48:19,28.8,65.3,151,79,Clean
19:48:25,28.8,65.3,151,79,Clean
19:48:32,28.8,65.3,154,79,Clean
19:48:38,28.8,65.3,148,79,Clean
19:48:45,28.7,65.4,149,79,Clean
19:48:52,28.8,65.3,155,79,Clean
19:48:59,28.8,65.4,153,79,Clean
19:49:06,28.8,65.3,150,79,Clean
19:49:13,28.7,65.4,149,79,Clean
19:49:19,28.8,65.3,145,79,Clean
19:49:26,28.7,65.4,144,79,Clean
19:49:32,28.8,65.3,151,79,Clean
19:49:39,28.8,65.3,152,79,Clean
19:49:45,28.8,65.3,146,79,Clean
19:49:51,28.8,65.3,152,79,Clean
19:49:58,28.8,65.3,158,79,Clean
19:50:04,28.7,65.4,159,79,Clean
19:50:11,28.7,65.4,154,79,Clean
19:50:17,28.7,65.4,150,79,Clean
19:50:23,28.7,65.4,148,79,Clean
19:50:30,28.7,65.4,146,79,Clean
19:50:36,28.7,65.4,152,79,Clean
19:50:42,28.8,65.3,148,79,Clean
19:50:49,28.8,65.3,154,79,Clean
19:50:55,28.7,65.4,153,79,Clean
19:51:02,28.8,65.4,156,79,Clean
19:51:08,28.7,65.5,153,79,Clean
19:51:15,28.7,65.5,151,79,Clean
19:51:21,28.8,65.4,148,79,Clean
19:51:28,28.8,65.4,145,79,Clean
19:51:34,28.8,65.5,146,79,Clean
